MovieName,Director,Cast,Duration,ReleaseDate,Genre,Production,Rating_MyMovies,Rating_Critic,Rating_Public,Rating_Average,TopParagraph,BottomParagraph
Eo,Jerzy Skolimowski,"Sandra Drzymalska, Mateusz Kosciukiewicz, Tomasz Organek, Isabelle Huppert",86,22 dicembre 2022,Drammatico,Arthouse,"2,50","3,40","3,44","3,11","Regia di Jerzy Skolimowski. Un film Da vedere 2022 con Sandra Drzymalska, Mateusz Kosciukiewicz, Tomasz Organek, Isabelle Huppert. Cast completo Genere Drammatico, - Polonia, Italia, 2022, durata 86 minuti. Uscita cinema giovedì 22 dicembre 2022 distribuito da Arthouse. - MYmonetro 3,11 su 25 recensioni tra critica, pubblico e dizionari.","La rilettura di un classico di Bresson che inquadra le relazioni sociali nel mondo moderno. Il film ha ottenuto 1 candidatura a Premi Oscar, Il film è stato premiato al Festival di Cannes,  2 candidature e vinto un premio ai European Film Awards,  1 candidatura a Cesar, Il film è stato premiato a National Board,  ha vinto 2  NSFC Awards, In Italia al Box Office Eo ha incassato  142 mila euro ."
Piano Piano,Nicola Prosatore,"Dominique Donnarumma, Giuseppe Pirozzi, Antonia Truppo, Giovanni Esposito",84,16 marzo 2023,Drammatico,I Wonder Pictures,"3,50","3,19","4,47","3,72","Regia di Nicola Prosatore. Un film Da vedere 2022 con Dominique Donnarumma, Giuseppe Pirozzi, Antonia Truppo, Giovanni Esposito. Cast completo Genere Drammatico, - Italia, 2022, durata 84 minuti. Uscita cinema giovedì 16 marzo 2023 distribuito da I Wonder Pictures. - MYmonetro 3,72 su 9 recensioni tra critica, pubblico e dizionari.","Una ragazzina della Napoli degli anni '80 comincia ad approcciarsi alla vita adulta grazie alla conoscenza di due ragazzi. Il film ha ottenuto 2 candidature ai Nastri d'Argento, In Italia al Box Office Piano Piano ha incassato  105 mila euro .
                                


   Guarda subito su iWonderfull"
Alcarràs,Carla Simón,"Jordi Pujol Dolcet, Anna Otin, Xènia Roset, Albert Bosch, Ainet Jounou",120,26 maggio 2022,Drammatico,I Wonder Pictures,"4,00","3,54","3,64","3,73","Regia di Carla Simón. Un film Da vedere 2022 con Jordi Pujol Dolcet, Anna Otin, Xènia Roset, Albert Bosch, Ainet Jounou. Cast completo Genere Drammatico, - Spagna, Italia, 2022, durata 120 minuti. Uscita cinema giovedì 26 maggio 2022 distribuito da I Wonder Pictures. Consigli per la visione di bambini e ragazzi: +13 - MYmonetro 3,73 su 27 recensioni tra critica, pubblico e dizionari.","Una famiglia si riunisce come ogni estate nella cittadina più profonda della Catalogna. Questa però potrebbe essere l'ultima. Il film è stato premiato al Festival di Berlino,  ha ottenuto 3 candidature agli European Film Awards,  ha ottenuto 10 candidature a Goya, In Italia al Box Office Alcarràs ha incassato  162 mila euro .
                                


   Guarda subito su iWonderfull"
Ero in guerra ma non lo sapevo,Fabio Resinaro,"Francesco Montanari, Laura Chiatti, Juju Di Domenico, Alessandro Di Tocco",90,24 gennaio 2022,Drammatico,01 Distribution,"2,50","2,50","5,00","3,33","Regia di Fabio Resinaro. Un film con Francesco Montanari, Laura Chiatti, Juju Di Domenico, Alessandro Di Tocco. Cast completo Genere Drammatico, - Italia, 2022, durata 90 minuti. Uscita cinema lunedì 24 gennaio 2022 distribuito da 01 Distribution. Consigli per la visione di bambini e ragazzi: +13 - MYmonetro 3,33 su 4 recensioni tra critica, pubblico e dizionari.","Dall'omonimo libro di Alberto Torregiani che racconta le sue vicende autobiografiche. In Italia al Box Office Ero in guerra ma non lo sapevo ha incassato  18,2 mila euro ."
Era ora,Alessandro Aronadio,"Edoardo Leo, Barbara Ronchi, Mario Sgueglia, Francesca Cavallin, Andrea Purgatori",109,,Commedia - Italia,,"3,50","2,89","2,50","2,96","Regia di Alessandro Aronadio. Un film Da vedere 2022 con Edoardo Leo, Barbara Ronchi, Mario Sgueglia, Francesca Cavallin, Andrea Purgatori. Cast completo Genere Commedia - Italia, 2022, durata 109 minuti. - MYmonetro 2,96 su 10 recensioni tra critica, pubblico e dizionari.",Un'esilarante e commovente romantic comedy su quello straordinario viaggio che ci ostiniamo a chiamare tempo.
La cena perfetta,Davide Minnella,"Greta Scarano, Salvatore Esposito, Antonella Attili, Gianluca Colucci, Alberto Basaluzzo",,26 aprile 2022,Commedia,Vision Distribution,"3,00","2,50","3,00","2,83","Regia di Davide Minnella. Un film con Greta Scarano, Salvatore Esposito, Antonella Attili, Gianluca Colucci, Alberto Basaluzzo. Cast completo Genere Commedia, - Italia, 2022, Uscita cinema martedì 26 aprile 2022 distribuito da Vision Distribution. Consigli per la visione di bambini e ragazzi: +13 - MYmonetro 2,83 su 6 recensioni tra critica, pubblico e dizionari.","L'amore per la cucina fa incontrare un camorrista e una chef. Il film ha ottenuto 3 candidature ai Nastri d'Argento, In Italia al Box Office La cena perfetta ha incassato  24 mila euro ."
Esterno Notte,Marco Bellocchio,"Fabrizio Gifuni, Margherita Buy, Toni Servillo, Fausto Russo Alesi, Gabriel Montesi",,18 maggio 2022,Drammatico,Lucky Red,"4,50","4,02","3,06","3,86","Regia di Marco Bellocchio. Una serie Da vedere 2022 con Fabrizio Gifuni, Margherita Buy, Toni Servillo, Fausto Russo Alesi, Gabriel Montesi. Cast completo Genere Drammatico, - Italia, 2022, Uscita cinema mercoledì 18 maggio 2022 distribuito da Lucky Red. - MYmonetro 3,86 su 30 recensioni tra critica, pubblico e dizionari. STAGIONI: 1 - EPISODI: 6","Una serie interamente dedicata al rapimento e all'assassinio di Aldo Moro. La serie ha ottenuto 17 candidature e vinto 4 David di Donatello, La serie è stato premiato agli European Film Awards, In Italia al Box Office Esterno Notte ha incassato  546 mila euro ."
Forever Young,Valeria Bruni Tedeschi,"Nadia Tereszkiewicz, Sofiane Bennacer, Louis Garrel, Micha Lescot, Clara Bretheau",126,1 dicembre 2022,Drammatico,Lucky Red,"2,50","3,35","3,34","3,06","Regia di Valeria Bruni Tedeschi. Un film Da vedere 2022 con Nadia Tereszkiewicz, Sofiane Bennacer, Louis Garrel, Micha Lescot, Clara Bretheau. Cast completo Titolo originale: Les Amandiers. Genere Drammatico, - Francia, Italia, 2022, durata 126 minuti. Uscita cinema giovedì 1 dicembre 2022 distribuito da Lucky Red. Consigli per la visione di bambini e ragazzi: V.M. 14 - MYmonetro 3,06 su 40 recensioni tra critica, pubblico e dizionari.","Fine anni Ottanta. Le storie di  Stella, Victor, Adèle ed Etienne. Il film ha ottenuto 7 candidature e vinto un premio ai Cesar,  2 candidature e vinto un premio ai Lumiere Awards, In Italia al Box Office Forever Young ha incassato  1,8 milioni di euro ."
Per niente al mondo,Ciro D'Emilio,"Guido Caprino, Boris Isakovic, Irene Casagrande, Antonio Zavatteri, Diego Ribon",105,15 settembre 2022,Drammatico,Vision Distribution,"2,50","3,06","4,27","3,28","Regia di Ciro D'Emilio. Un film Da vedere 2022 con Guido Caprino, Boris Isakovic, Irene Casagrande, Antonio Zavatteri, Diego Ribon. Cast completo Genere Drammatico, - Italia, 2022, durata 105 minuti. Uscita cinema giovedì 15 settembre 2022 distribuito da Vision Distribution. Consigli per la visione di bambini e ragazzi: +13 - MYmonetro 3,28 su 10 recensioni tra critica, pubblico e dizionari.","Bernardo deve accettare un grande cambiamento o diventare un altro, per riprendersi quello che la vita gli ha tolto. In Italia al Box Office Per niente al mondo ha incassato  77,7 mila euro ."
Brado,Kim Rossi Stuart,"Saul Nanni, Kim Rossi Stuart, Viola Sofia Betti, Federica Pocaterra, Alma Noce",117,20 ottobre 2022,Drammatico,Vision Distribution,"3,50","3,02","3,00","3,17","Regia di Kim Rossi Stuart. Un film Da vedere 2022 con Saul Nanni, Kim Rossi Stuart, Viola Sofia Betti, Federica Pocaterra, Alma Noce. Cast completo Genere Drammatico, - Italia, 2022, durata 117 minuti. Uscita cinema giovedì 20 ottobre 2022 distribuito da Vision Distribution. Consigli per la visione di bambini e ragazzi: +13 - MYmonetro 3,17 su 21 recensioni tra critica, pubblico e dizionari.","Un figlio e un padre cercano di ricostruire l'amore e la vicinanza che avevano perduto. Il film ha ottenuto 3 candidature ai Nastri d'Argento,  1 candidatura a David di Donatello, In Italia al Box Office Brado ha incassato  207 mila euro .

                                

Passaggio in TV
                                        martedì 20 febbraio 2024 ore 11,25 su  SKYCINEMADRAMA"
Primadonna,Marta Savina,"Claudia Gusmano, Fabrizio Ferracane, Francesco Colella, Manuela Ventura",102,8 marzo 2023,Drammatico,Europictures,"3,00","2,96","4,44","3,47","Regia di Marta Savina. Un film Da vedere 2022 con Claudia Gusmano, Fabrizio Ferracane, Francesco Colella, Manuela Ventura. Cast completo Genere Drammatico, - Italia, Francia, 2022, durata 102 minuti. Uscita cinema mercoledì 8 marzo 2023 distribuito da Europictures. Consigli per la visione di bambini e ragazzi: +13 - MYmonetro 3,47 su 13 recensioni tra critica, pubblico e dizionari.","Una ragazza scatena l'ira del figlio del boss del paese. Il film è stato premiato a Roma Film Festival, In Italia al Box Office Primadonna ha incassato  136 mila euro ."
Delta,Michele Vannucci,"Alessandro Borghi, Luigi Lo Cascio, Emilia Scarpati Fanetti, Denis Fasolo",105,23 marzo 2023,Drammatico,Adler Entertainment,"3,00","2,87","3,67","3,18","Regia di Michele Vannucci. Un film Da vedere 2022 con Alessandro Borghi, Luigi Lo Cascio, Emilia Scarpati Fanetti, Denis Fasolo. Cast completo Genere Drammatico, - Italia, 2022, durata 105 minuti. Uscita cinema giovedì 23 marzo 2023 distribuito da Adler Entertainment. Consigli per la visione di bambini e ragazzi: +13 - MYmonetro 3,18 su 22 recensioni tra critica, pubblico e dizionari.","Il Delta del Po è il teatro dello scontro tra bracconieri e pescatori. Due uomini si affrontano tra le nebbie scoprendo la propria vera natura in un duello che non prevede eroi. Il film ha ottenuto 3 candidature ai Nastri d'Argento, In Italia al Box Office Delta ha incassato  211 mila euro ."
Stavamo bene insieme,Mattia Molinari,,,13 ottobre 2022,Documentario,Nexo Digital,"3,00",,,,"Regia di Mattia Molinari. Un film Genere Documentario, - Italia, 2022, Uscita cinema giovedì 13 ottobre 2022 distribuito da Nexo Digital. Valutazione: 3 Stelle, sulla base di 3 recensioni.",Le notti rossonere della UEFA Champions League. In Italia al Box Office Stavamo bene insieme ha incassato  294 mila euro .
Occhiali neri,Dario Argento,"Ilenia Pastorelli, Xinyu Zhang, Asia Argento, Maria Rosaria Russo, Guglielmo Favilla",90,24 febbraio 2022,Horror,Vision Distribution,"2,00","2,83","2,22","2,35","Regia di Dario Argento. Un film con Ilenia Pastorelli, Xinyu Zhang, Asia Argento, Maria Rosaria Russo, Guglielmo Favilla. Cast completo Genere Horror, - Italia, Francia, 2022, durata 90 minuti. Uscita cinema giovedì 24 febbraio 2022 distribuito da Vision Distribution. Consigli per la visione di bambini e ragazzi: V.M. 14 - MYmonetro 2,35 su 23 recensioni tra critica, pubblico e dizionari.",Una ragazza deve sfuggire a un serial killer che l'ha scelta come preda. Con lei un bambino che la accompagnerà nella fuga. In Italia al Box Office Occhiali neri ha incassato  169 mila euro .
Piove,Paolo Strippoli,"Fabrizio Rongione, Cristiana Dell'Anna, Francesco Gheghi, Aurora Menenti",93,10 novembre 2022,Drammatico,Fandango,"3,50","3,35","3,00","3,28","Regia di Paolo Strippoli. Un film Da vedere 2022 con Fabrizio Rongione, Cristiana Dell'Anna, Francesco Gheghi, Aurora Menenti. Cast completo Genere Drammatico, - Belgio, Italia, 2022, durata 93 minuti. Uscita cinema giovedì 10 novembre 2022 distribuito da Fandango. Consigli per la visione di bambini e ragazzi: V.M. 18 - MYmonetro 3,28 su 14 recensioni tra critica, pubblico e dizionari.","Il film gioca coi codici del genere thriller/horror applicati a un dramma familiare, per raccontare una società contemporanea sempre più rancorosa e sotto pressione. In Italia al Box Office Piove ha incassato  81,7 mila euro ."
Una femmina,Francesco Costabile,"Lina Siciliano, Fabrizio Ferracane, Anna Maria De Luca, Simona Malato, Luca Massaro",102,17 febbraio 2022,Drammatico,Medusa,"3,00","2,31","3,69","3,00","Regia di Francesco Costabile. Un film Da vedere 2022 con Lina Siciliano, Fabrizio Ferracane, Anna Maria De Luca, Simona Malato, Luca Massaro. Cast completo Titolo internazionale: Una Femmina - The Code of Silence. Genere Drammatico, - Italia, 2022, durata 102 minuti. Uscita cinema giovedì 17 febbraio 2022 distribuito da Medusa. Consigli per la visione di bambini e ragazzi: +13 - MYmonetro 3,00 su 14 recensioni tra critica, pubblico e dizionari.","La storia della vendetta e della rivalsa della sedicenne Rosa la cui madre è stata uccisa dai suoi familiari mafiosi perché diventata collaboratrice di giustizia. Il film ha ottenuto 2 candidature ai Nastri d'Argento,  2 candidature a David di Donatello, In Italia al Box Office Una femmina ha incassato  83,9 mila euro ."
Altrimenti ci arrabbiamo,"Niccolò Celaia, Antonio Usbergo","Edoardo Pesce, Alessandro Roja, Alessandra Mastronardi, Christian De Sica",90,23 marzo 2022,Commedia,Lucky Red,"3,00","2,17","1,80","2,32","Regia di Niccolò Celaia, Antonio Usbergo. Un film con Edoardo Pesce, Alessandro Roja, Alessandra Mastronardi, Christian De Sica. Cast completo Titolo originale: Altrimenti ci arrabbiamo. Genere Commedia, - Italia, 2022, durata 90 minuti. Uscita cinema mercoledì 23 marzo 2022 distribuito da Lucky Red. - MYmonetro 2,32 su 14 recensioni tra critica, pubblico e dizionari.",L'omaggio ad un film che è diventato di culto per più di una generazione. In Italia al Box Office Altrimenti ci arrabbiamo ha incassato  110 mila euro .
The Hanging Sun - Sole di Mezzanotte,Francesco Carrozzini,"Alessandro Borghi, Jessica Brown Findlay, Sam Spruell, Frederick Schmidt",93,12 settembre 2022,Drammatico,Vision Distribution,"3,00","2,40","2,00","2,47","Regia di Francesco Carrozzini. Un film con Alessandro Borghi, Jessica Brown Findlay, Sam Spruell, Frederick Schmidt. Cast completo Titolo originale: The Hanging Sun. Genere Drammatico, - Italia, 2022, durata 93 minuti. Uscita cinema lunedì 12 settembre 2022 distribuito da Vision Distribution. - MYmonetro 2,47 su 11 recensioni tra critica, pubblico e dizionari.","Un thriller noir ambientato tra le atmosfere rarefatte dell'estate norvegese, dove il sole non tramonta mai. In Italia al Box Office The Hanging Sun - Sole di Mezzanotte ha incassato  25,2 mila euro ."
Chiara,Susanna Nicchiarelli,"Margherita Mazzucco, Andrea Carpenzano, Carlotta Natoli, Paola Tiziana Cruciani",106,7 dicembre 2022,Biografico,01 Distribution,"3,00","2,24","2,50","2,58","Regia di Susanna Nicchiarelli. Un film con Margherita Mazzucco, Andrea Carpenzano, Carlotta Natoli, Paola Tiziana Cruciani. Cast completo Genere Biografico, - Italia, Belgio, 2022, durata 106 minuti. Uscita cinema mercoledì 7 dicembre 2022 distribuito da 01 Distribution. Consigli per la visione di bambini e ragazzi: +13 - MYmonetro 2,58 su 28 recensioni tra critica, pubblico e dizionari.","La vita di Chiara cambia quando decide di scappare di casa e raggiungere l'amico Francesco. Il film ha ottenuto 2 candidature a David di Donatello, In Italia al Box Office Chiara ha incassato  197 mila euro ."
Il ragazzo e la tigre,Brando Quilici,"Sunny Pawar, Claudia Gerini, Yoon C",94,14 ottobre 2022,Avventura,Medusa,"3,50","2,50","3,80","3,27","Regia di Brando Quilici. Un film Da vedere 2022 con Sunny Pawar, Claudia Gerini, Yoon C. Joyce, Shi Yang, Amandeep Singh. Cast completo Genere Avventura, - Italia, 2022, durata 94 minuti. Uscita cinema venerdì 14 ottobre 2022 distribuito da Medusa. Consigli per la visione di bambini e ragazzi: Film per tutti - MYmonetro 3,27 su 8 recensioni tra critica, pubblico e dizionari.",Una storia ricca d'avventura ed emozioni che riflette sulla sempre più urgente questione della scomparsa delle tigri di cui restano solo 3900 esemplari in libertà In Italia al Box Office Il ragazzo e la tigre ha incassato  666 mila euro .
L'uomo sulla strada,Gianluca Mangiasciutti,"Lorenzo Richelmy, Aurora Giovinazzo, Astrid Casali, Elisa Lucarelli, Marit Nissen",110,7 dicembre 2022,Thriller,Eagle Pictures,"2,00","2,69","3,67","2,79","Regia di Gianluca Mangiasciutti. Un film con Lorenzo Richelmy, Aurora Giovinazzo, Astrid Casali, Elisa Lucarelli, Marit Nissen. Cast completo Genere Thriller, - Italia, 2022, durata 110 minuti. Uscita cinema mercoledì 7 dicembre 2022 distribuito da Eagle Pictures. Consigli per la visione di bambini e ragazzi: +13 - MYmonetro 2,79 su 14 recensioni tra critica, pubblico e dizionari.",Un thriller drammatico prodotto e distribuito da Eagle Pictures. In Italia al Box Office L'uomo sulla strada ha incassato  166 mila euro .
La timidezza delle chiome,Valentina Bertani,"Benjamin Israel, Joshua Israel, Sergio Israel, Monica Carletti, Michele Scaramuzza",96,10 novembre 2022,Drammatico,I Wonder Pictures,"3,50","3,33","2,75","3,19","Regia di Valentina Bertani. Un film Da vedere 2022 con Benjamin Israel, Joshua Israel, Sergio Israel, Monica Carletti, Michele Scaramuzza. Cast completo Genere Drammatico, - Italia, Israele, 2022, durata 96 minuti. Uscita cinema giovedì 10 novembre 2022 distribuito da I Wonder Pictures. Consigli per la visione di bambini e ragazzi: +13 - MYmonetro 3,19 su 7 recensioni tra critica, pubblico e dizionari.","Benjamin e Joshua sono due gemelli omozigoti con una disabilità intellettiva e un naturale carisma. Ha vinto un premio ai Nastri d'Argento,  Il film ha ottenuto 1 candidatura a David di Donatello, In Italia al Box Office La timidezza delle chiome ha incassato  33,7 mila euro .
                                


   Guarda subito su iWonderfull"
